airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
Vistara,UK,Chennai,Early_Morning,1,Evening,Mumbai,Business,9.58,4,64449
Vistara,UK,Delhi,Early_Morning,1,Afternoon,Hyderabad,Business,4.75,49,53937
Vistara,UK,Delhi,Afternoon,1,Night,Bangalore,Business,7.33,31,54777
Indigo,6E,Kolkata,Afternoon,0,Evening,Hyderabad,Economy,2.33,39,2750
Vistara,UK,Hyderabad,Afternoon,0,Afternoon,Delhi,Economy,2.25,43,2200
Air_India,AI,Kolkata,Evening,1,Evening,Hyderabad,Economy,24.75,30,13367
Air_India,AI,Delhi,Afternoon,1,Evening,Mumbai,Economy,6.33,35,5972
Vistara,UK,Bangalore,Early_Morning,1,Evening,Delhi,Economy,12.0,39,3496
Indigo,6E,Bangalore,Evening,1,Night,Mumbai,Economy,6.75,47,3012
Vistara,UK,Delhi,Morning,1,Evening,Bangalore,Business,8.25,46,49177
Air_India,AI,Kolkata,Night,1,Afternoon,Bangalore,Business,15.75,39,60978
Air_India,AI,Bangalore,Early_Morning,1,Evening,Mumbai,Economy,13.83,39,6578
Vistara,UK,Chennai,Evening,1,Night,Mumbai,Business,6.42,45,61873
Vistara,UK,Mumbai,Morning,1,Evening,Kolkata,Business,7.67,34,62045
AirAsia,I5,Kolkata,Night,1,Morning,Chennai,Economy,10.92,18,3961
Vistara,UK,Mumbai,Morning,1,Evening,Kolkata,Economy,6.17,15,10058
Vistara,UK,Delhi,Morning,1,Evening,Kolkata,Business,9.58,29,65529
Vistara,UK,Hyderabad,Afternoon,1,Night,Bangalore,Economy,8.0,43,5441
Vistara,UK,Kolkata,Morning,2,Morning,Chennai,Economy,25.58,26,16835
Air_India,AI,Mumbai,Afternoon,1,Morning,Kolkata,Economy,17.0,45,4977
Vistara,UK,Mumbai,Morning,1,Night,Hyderabad,Business,14.17,14,60365
Indigo,6E,Mumbai,Afternoon,1,Evening,Kolkata,Economy,6.5,6,10826
Air_India,AI,Kolkata,Evening,1,Morning,Delhi,Economy,15.92,18,6845
Indigo,6E,Kolkata,Night,1,Morning,Bangalore,Economy,11.25,33,3465
Vistara,UK,Mumbai,Morning,1,Evening,Chennai,Economy,5.92,19,4348
Vistara,UK,Kolkata,Morning,1,Evening,Mumbai,Business,8.83,34,58111
Vistara,UK,Hyderabad,Afternoon,1,Morning,Chennai,Business,19.92,48,41314
Vistara,UK,Bangalore,Morning,1,Night,Chennai,Business,13.0,42,60396
Vistara,UK,Chennai,Night,1,Afternoon,Delhi,Business,16.17,7,57920
GO_FIRST,G8,Delhi,Morning,1,Late_Night,Chennai,Economy,15.08,13,7426
Vistara,UK,Bangalore,Early_Morning,0,Morning,Delhi,Economy,2.67,26,4502
Indigo,6E,Delhi,Afternoon,1,Night,Mumbai,Economy,8.08,48,2410
Air_India,AI,Mumbai,Early_Morning,1,Evening,Bangalore,Business,9.17,41,54608
Indigo,6E,Bangalore,Night,0,Night,Mumbai,Economy,2.0,20,2201
Vistara,UK,Mumbai,Morning,1,Morning,Bangalore,Economy,22.08,31,4658
SpiceJet,SG,Mumbai,Afternoon,1,Afternoon,Kolkata,Economy,25.33,4,7412
Air_India,AI,Chennai,Early_Morning,0,Morning,Mumbai,Economy,1.75,21,1830
Indigo,6E,Kolkata,Evening,1,Night,Delhi,Economy,6.42,8,6489
Indigo,6E,Mumbai,Evening,0,Night,Chennai,Economy,2.08,46,3000
AirAsia,I5,Bangalore,Afternoon,1,Evening,Kolkata,Economy,3.67,48,3185
Air_India,AI,Hyderabad,Early_Morning,1,Night,Bangalore,Economy,13.58,31,6734
Air_India,AI,Delhi,Early_Morning,1,Night,Hyderabad,Economy,14.42,8,12780
SpiceJet,SG,Delhi,Early_Morning,1,Night,Chennai,Economy,15.0,14,7425
Vistara,UK,Mumbai,Night,0,Night,Chennai,Economy,2.08,40,2900
Indigo,6E,Delhi,Evening,1,Night,Mumbai,Economy,4.92,18,3963
GO_FIRST,G8,Chennai,Night,1,Late_Night,Bangalore,Economy,3.83,22,4445
Vistara,UK,Chennai,Early_Morning,1,Evening,Delhi,Business,9.75,21,75803
Vistara,UK,Chennai,Afternoon,1,Evening,Bangalore,Economy,5.25,27,4755
Vistara,UK,Mumbai,Evening,1,Evening,Kolkata,Economy,27.5,42,12120
Indigo,6E,Chennai,Evening,1,Late_Night,Delhi,Economy,7.08,47,2051
Vistara,UK,Bangalore,Night,1,Afternoon,Hyderabad,Business,15.42,28,74480
Vistara,UK,Hyderabad,Afternoon,1,Late_Night,Delhi,Economy,12.0,44,5656
GO_FIRST,G8,Bangalore,Early_Morning,0,Early_Morning,Mumbai,Economy,1.58,42,2201
AirAsia,I5,Bangalore,Afternoon,2,Late_Night,Delhi,Economy,10.5,17,4112
Air_India,AI,Mumbai,Afternoon,1,Afternoon,Chennai,Economy,21.08,39,4417
Vistara,UK,Bangalore,Evening,1,Morning,Mumbai,Economy,14.92,43,7212
Air_India,AI,Delhi,Evening,1,Night,Hyderabad,Business,26.58,7,39321
GO_FIRST,G8,Delhi,Afternoon,1,Night,Chennai,Economy,8.0,28,4896
Vistara,UK,Bangalore,Early_Morning,1,Night,Mumbai,Business,14.25,39,69244
Vistara,UK,Chennai,Evening,0,Evening,Delhi,Economy,2.75,12,7353
SpiceJet,SG,Kolkata,Night,1,Night,Mumbai,Economy,26.17,35,5548
Vistara,UK,Bangalore,Morning,1,Morning,Chennai,Business,26.33,4,63544
Air_India,AI,Mumbai,Evening,1,Morning,Bangalore,Economy,15.0,48,3623
Air_India,AI,Delhi,Night,1,Morning,Mumbai,Economy,10.17,45,5525
Air_India,AI,Kolkata,Early_Morning,2,Evening,Hyderabad,Economy,11.58,17,8460
Indigo,6E,Hyderabad,Early_Morning,1,Afternoon,Bangalore,Economy,9.5,37,2526
Vistara,UK,Delhi,Evening,0,Evening,Bangalore,Economy,2.75,46,4501
Air_India,AI,Mumbai,Early_Morning,0,Morning,Delhi,Economy,2.17,12,5943
Vistara,UK,Hyderabad,Afternoon,1,Night,Mumbai,Business,6.67,39,67130
Indigo,6E,Delhi,Night,1,Morning,Bangalore,Economy,9.75,29,4450
Vistara,UK,Chennai,Afternoon,1,Late_Night,Delhi,Economy,12.42,23,4971
Vistara,UK,Hyderabad,Evening,1,Night,Mumbai,Business,6.17,7,73771
Indigo,6E,Chennai,Morning,1,Evening,Mumbai,Economy,4.75,17,4027
Vistara,UK,Kolkata,Night,1,Night,Mumbai,Business,25.17,5,69065
Vistara,UK,Hyderabad,Morning,1,Evening,Kolkata,Business,9.58,20,79461
Air_India,AI,Hyderabad,Evening,1,Morning,Mumbai,Economy,17.92,39,4363
Air_India,AI,Mumbai,Early_Morning,1,Late_Night,Bangalore,Economy,16.17,18,6502
Air_India,AI,Hyderabad,Afternoon,1,Night,Mumbai,Economy,9.17,47,4437
Indigo,6E,Hyderabad,Morning,1,Evening,Mumbai,Economy,5.92,24,5220
Air_India,AI,Delhi,Evening,1,Evening,Bangalore,Economy,25.08,2,12518
Air_India,AI,Mumbai,Afternoon,1,Morning,Kolkata,Business,17.42,25,49725
SpiceJet,SG,Kolkata,Early_Morning,1,Morning,Mumbai,Economy,27.5,30,7162
Vistara,UK,Chennai,Evening,1,Evening,Hyderabad,Economy,26.75,21,5133
Air_India,AI,Delhi,Afternoon,1,Night,Mumbai,Economy,8.92,34,5507
Air_India,AI,Kolkata,Afternoon,1,Evening,Delhi,Business,26.58,6,34354
Vistara,UK,Kolkata,Early_Morning,1,Morning,Hyderabad,Business,26.25,49,52175
Vistara,UK,Hyderabad,Afternoon,1,Night,Chennai,Business,10.17,21,41314
Indigo,6E,Chennai,Morning,1,Evening,Delhi,Economy,10.0,9,7877
Vistara,UK,Delhi,Morning,1,Night,Hyderabad,Business,12.08,41,53937
Vistara,UK,Delhi,Morning,1,Evening,Kolkata,Business,6.5,29,65529
Vistara,UK,Kolkata,Morning,1,Evening,Hyderabad,Business,6.75,43,52175
Air_India,AI,Bangalore,Night,1,Morning,Hyderabad,Business,14.92,1,59253
Vistara,UK,Bangalore,Early_Morning,0,Morning,Mumbai,Economy,1.58,31,2150
GO_FIRST,G8,Delhi,Night,1,Early_Morning,Kolkata,Economy,10.5,7,5954
Indigo,6E,Hyderabad,Evening,1,Late_Night,Mumbai,Economy,5.08,9,18943
GO_FIRST,G8,Bangalore,Night,1,Morning,Mumbai,Economy,12.25,29,5177
Vistara,UK,Mumbai,Early_Morning,1,Evening,Kolkata,Business,12.08,7,49725
Air_India,AI,Chennai,Night,1,Morning,Mumbai,Economy,13.83,5,9141
Vistara,UK,Bangalore,Early_Morning,1,Evening,Kolkata,Business,11.08,18,60508
Air_India,AI,Kolkata,Morning,1,Evening,Delhi,Economy,10.0,21,5282
Air_India,AI,Kolkata,Early_Morning,1,Evening,Mumbai,Business,11.33,49,50271
Air_India,AI,Bangalore,Morning,1,Night,Hyderabad,Business,13.17,31,56476
Air_India,AI,Mumbai,Morning,1,Afternoon,Delhi,Economy,6.42,11,12138
Air_India,AI,Kolkata,Morning,1,Night,Delhi,Economy,11.58,10,13944
Vistara,UK,Bangalore,Evening,1,Evening,Kolkata,Business,20.92,43,51817
GO_FIRST,G8,Delhi,Morning,1,Evening,Mumbai,Economy,5.92,47,5584
Indigo,6E,Bangalore,Evening,0,Evening,Chennai,Economy,1.17,49,1604
Air_India,AI,Kolkata,Early_Morning,1,Afternoon,Mumbai,Economy,5.92,48,5102
Vistara,UK,Hyderabad,Morning,2,Evening,Bangalore,Economy,7.0,46,6461
Vistara,UK,Chennai,Morning,1,Morning,Kolkata,Business,23.92,49,54896
Indigo,6E,Kolkata,Morning,2,Evening,Bangalore,Economy,7.08,30,6542
Air_India,AI,Kolkata,Early_Morning,1,Evening,Delhi,Economy,12.75,12,11844
Vistara,UK,Mumbai,Night,1,Evening,Kolkata,Business,21.67,17,72125
Air_India,AI,Chennai,Night,1,Evening,Kolkata,Business,22.83,34,55377
Vistara,UK,Delhi,Morning,1,Afternoon,Bangalore,Business,4.83,28,61618
Indigo,6E,Bangalore,Night,0,Night,Chennai,Economy,0.83,12,3498
Vistara,UK,Hyderabad,Afternoon,1,Early_Morning,Bangalore,Economy,18.92,5,7927
Vistara,UK,Mumbai,Morning,1,Evening,Hyderabad,Business,8.0,33,58125
Air_India,AI,Bangalore,Afternoon,1,Night,Delhi,Economy,7.75,27,3685
Vistara,UK,Bangalore,Evening,1,Evening,Hyderabad,Economy,21.33,45,6262
Air_India,AI,Mumbai,Afternoon,0,Evening,Delhi,Economy,2.25,16,2779
Vistara,UK,Chennai,Morning,1,Night,Bangalore,Economy,11.17,41,4755
Vistara,UK,Hyderabad,Early_Morning,1,Night,Chennai,Economy,13.42,31,4674
Vistara,UK,Mumbai,Morning,0,Afternoon,Delhi,Economy,2.25,7,6363
Air_India,AI,Kolkata,Night,1,Night,Hyderabad,Economy,21.0,40,5385
Indigo,6E,Kolkata,Evening,0,Night,Chennai,Economy,2.42,7,6489
Indigo,6E,Delhi,Morning,1,Afternoon,Mumbai,Economy,4.17,23,3623
Vistara,UK,Mumbai,Afternoon,1,Morning,Kolkata,Business,18.92,43,62045
Air_India,AI,Mumbai,Early_Morning,1,Evening,Hyderabad,Business,12.25,18,45693
Air_India,AI,Delhi,Afternoon,1,Afternoon,Mumbai,Economy,24.5,38,5703
Air_India,AI,Mumbai,Early_Morning,1,Evening,Kolkata,Economy,12.17,21,4556
Air_India,AI,Chennai,Night,1,Morning,Hyderabad,Economy,14.17,15,10321
Vistara,UK,Delhi,Afternoon,1,Early_Morning,Hyderabad,Business,16.33,48,51697
Air_India,AI,Hyderabad,Early_Morning,1,Night,Mumbai,Economy,15.67,38,4678
Vistara,UK,Mumbai,Afternoon,1,Night,Bangalore,Business,8.0,23,54608
Air_India,AI,Chennai,Evening,1,Afternoon,Mumbai,Economy,19.83,21,4672
Vistara,UK,Mumbai,Afternoon,1,Night,Kolkata,Business,8.08,34,69997
Air_India,AI,Chennai,Early_Morning,2,Night,Kolkata,Economy,37.92,8,15065
GO_FIRST,G8,Delhi,Early_Morning,1,Morning,Bangalore,Economy,4.75,38,6315
Vistara,UK,Kolkata,Night,1,Night,Bangalore,Business,26.25,44,52287
Air_India,AI,Bangalore,Evening,1,Morning,Delhi,Economy,14.17,4,9904
SpiceJet,SG,Kolkata,Evening,1,Afternoon,Chennai,Economy,18.5,8,6488
Vistara,UK,Mumbai,Morning,1,Night,Chennai,Economy,9.83,32,4348
Air_India,AI,Chennai,Early_Morning,1,Night,Bangalore,Business,13.92,23,60260
Air_India,AI,Bangalore,Afternoon,0,Afternoon,Delhi,Economy,2.58,16,4911
Air_India,AI,Hyderabad,Early_Morning,0,Morning,Kolkata,Business,2.08,21,20000
Vistara,UK,Kolkata,Night,1,Evening,Bangalore,Business,22.67,21,52287
Vistara,UK,Chennai,Evening,1,Evening,Hyderabad,Business,23.83,20,51457
AirAsia,I5,Delhi,Afternoon,1,Night,Hyderabad,Economy,8.75,34,14040
Air_India,AI,Delhi,Morning,0,Morning,Mumbai,Economy,2.25,22,2476
Air_India,AI,Bangalore,Evening,0,Night,Delhi,Business,2.75,14,32923
AirAsia,I5,Mumbai,Early_Morning,0,Morning,Delhi,Economy,2.17,18,2987
Indigo,6E,Hyderabad,Morning,1,Afternoon,Bangalore,Economy,5.75,7,6753
Vistara,UK,Mumbai,Morning,1,Evening,Hyderabad,Economy,11.17,28,4099
Air_India,AI,Delhi,Evening,1,Evening,Kolkata,Business,24.25,29,57405
Vistara,UK,Kolkata,Early_Morning,2,Night,Bangalore,Economy,16.17,41,8111
Vistara,UK,Delhi,Evening,1,Night,Mumbai,Economy,6.0,37,7575
Vistara,UK,Chennai,Afternoon,1,Evening,Delhi,Economy,5.58,45,5206
Vistara,UK,Chennai,Morning,1,Night,Mumbai,Business,11.25,34,69713
AirAsia,I5,Kolkata,Early_Morning,1,Late_Night,Bangalore,Economy,16.58,45,4555
Vistara,UK,Chennai,Evening,1,Evening,Kolkata,Business,24.92,9,93984
Vistara,UK,Mumbai,Evening,1,Evening,Hyderabad,Economy,25.42,35,6398
Indigo,6E,Mumbai,Afternoon,0,Evening,Chennai,Economy,1.92,19,3000
Indigo,6E,Chennai,Evening,1,Night,Kolkata,Economy,4.75,47,2359
Indigo,6E,Mumbai,Evening,0,Evening,Bangalore,Economy,1.75,4,5103
Vistara,UK,Delhi,Afternoon,2,Night,Chennai,Economy,8.83,5,16212
AirAsia,I5,Bangalore,Morning,1,Evening,Delhi,Economy,10.75,34,2723
Vistara,UK,Kolkata,Morning,1,Morning,Chennai,Business,25.42,20,55502
Vistara,UK,Hyderabad,Early_Morning,1,Night,Delhi,Economy,12.83,13,11488
Vistara,UK,Chennai,Evening,1,Early_Morning,Mumbai,Business,14.75,36,61873
Air_India,AI,Kolkata,Night,1,Evening,Bangalore,Business,19.75,38,60978
AirAsia,I5,Mumbai,Early_Morning,1,Evening,Bangalore,Economy,11.42,22,5556
Indigo,6E,Mumbai,Early_Morning,0,Early_Morning,Chennai,Economy,1.92,46,3633
Vistara,UK,Bangalore,Early_Morning,1,Evening,Delhi,Business,10.25,21,54841
Vistara,UK,Mumbai,Afternoon,1,Night,Kolkata,Economy,10.33,6,9879
Vistara,UK,Hyderabad,Early_Morning,1,Evening,Mumbai,Business,12.25,35,53835
Air_India,AI,Kolkata,Early_Morning,1,Evening,Bangalore,Economy,9.25,38,8419
Vistara,UK,Kolkata,Evening,1,Morning,Bangalore,Business,13.92,41,60978
Indigo,6E,Hyderabad,Afternoon,0,Evening,Delhi,Economy,2.42,16,4453
Air_India,AI,Kolkata,Night,1,Morning,Mumbai,Economy,12.58,28,5102
Air_India,AI,Kolkata,Morning,1,Night,Bangalore,Economy,9.67,10,18249
Vistara,UK,Bangalore,Morning,1,Night,Chennai,Economy,11.58,18,9734
Air_India,AI,Bangalore,Early_Morning,1,Night,Delhi,Business,13.67,19,42521
Vistara,UK,Kolkata,Early_Morning,2,Afternoon,Bangalore,Economy,8.83,41,15668
Air_India,AI,Chennai,Early_Morning,1,Evening,Kolkata,Business,13.0,6,55377
Vistara,UK,Chennai,Morning,1,Evening,Kolkata,Business,7.08,11,54896
Vistara,UK,Kolkata,Night,1,Evening,Hyderabad,Economy,20.58,15,8564
Air_India,AI,Delhi,Morning,1,Evening,Mumbai,Business,6.42,17,39859
Air_India,AI,Delhi,Early_Morning,1,Morning,Hyderabad,Economy,27.83,39,3551
Vistara,UK,Kolkata,Night,1,Morning,Bangalore,Business,14.42,9,60978
AirAsia,I5,Delhi,Early_Morning,1,Night,Chennai,Economy,14.83,20,1998
Air_India,AI,Mumbai,Morning,1,Night,Delhi,Economy,11.92,21,5014
GO_FIRST,G8,Delhi,Evening,1,Late_Night,Chennai,Economy,5.25,15,7426
AirAsia,I5,Bangalore,Afternoon,2,Late_Night,Delhi,Economy,12.0,37,2723
Air_India,AI,Chennai,Early_Morning,1,Afternoon,Mumbai,Business,6.67,35,49553
Vistara,UK,Bangalore,Early_Morning,1,Afternoon,Hyderabad,Economy,5.58,34,5322
Vistara,UK,Bangalore,Evening,1,Early_Morning,Hyderabad,Economy,13.42,5,7813
Indigo,6E,Delhi,Morning,2,Evening,Mumbai,Economy,9.67,26,3728
Vistara,UK,Delhi,Early_Morning,1,Night,Bangalore,Business,13.42,34,57017
Air_India,AI,Delhi,Morning,1,Evening,Mumbai,Economy,6.42,35,6002
Vistara,UK,Mumbai,Morning,1,Evening,Delhi,Business,9.17,41,41269
Vistara,UK,Bangalore,Early_Morning,1,Night,Chennai,Economy,12.25,28,6510
Vistara,UK,Kolkata,Evening,1,Evening,Chennai,Business,21.58,4,55983
Indigo,6E,Kolkata,Late_Night,0,Late_Night,Delhi,Economy,2.5,41,3999
Air_India,AI,Mumbai,Night,1,Morning,Hyderabad,Economy,14.42,37,4173
Air_India,AI,Kolkata,Afternoon,0,Evening,Delhi,Economy,2.5,19,3962
Vistara,UK,Kolkata,Night,1,Night,Bangalore,Economy,24.0,15,10600
Air_India,AI,Delhi,Early_Morning,1,Early_Morning,Hyderabad,Economy,23.25,48,4209
AirAsia,I5,Delhi,Afternoon,2,Night,Bangalore,Economy,8.25,12,7423
AirAsia,I5,Bangalore,Morning,1,Evening,Delhi,Economy,7.58,17,2723
Vistara,UK,Mumbai,Night,0,Night,Delhi,Business,2.08,43,34460
Air_India,AI,Delhi,Evening,1,Evening,Mumbai,Business,22.75,30,39859
Air_India,AI,Delhi,Evening,1,Morning,Kolkata,Business,14.83,41,43376
Vistara,UK,Delhi,Evening,0,Evening,Hyderabad,Business,2.17,47,24056
AirAsia,I5,Kolkata,Night,0,Late_Night,Delhi,Economy,2.5,33,3999
Vistara,UK,Mumbai,Morning,1,Night,Chennai,Economy,14.0,15,11843
Vistara,UK,Kolkata,Early_Morning,1,Evening,Chennai,Economy,9.17,8,11853
Air_India,AI,Kolkata,Afternoon,1,Morning,Hyderabad,Economy,22.42,18,6213
GO_FIRST,G8,Mumbai,Afternoon,0,Afternoon,Delhi,Economy,2.25,38,2339
Vistara,UK,Mumbai,Morning,1,Afternoon,Delhi,Business,4.92,3,45133
Air_India,AI,Bangalore,Evening,1,Evening,Mumbai,Economy,21.58,45,4276
Vistara,UK,Kolkata,Evening,1,Morning,Delhi,Economy,16.08,19,7145
Vistara,UK,Kolkata,Morning,1,Late_Night,Delhi,Business,13.75,13,66063
AirAsia,I5,Delhi,Morning,1,Evening,Chennai,Economy,7.83,22,1998
Air_India,AI,Bangalore,Afternoon,1,Evening,Mumbai,Business,6.67,18,54684
Vistara,UK,Kolkata,Evening,1,Morning,Bangalore,Business,16.08,42,60978
Air_India,AI,Mumbai,Early_Morning,1,Night,Kolkata,Economy,15.25,5,11508
Vistara,UK,Hyderabad,Morning,1,Evening,Bangalore,Business,8.75,47,56702
Vistara,UK,Kolkata,Night,1,Night,Hyderabad,Business,26.5,15,52175
Vistara,UK,Hyderabad,Night,1,Morning,Bangalore,Business,15.25,18,63277
Indigo,6E,Kolkata,Morning,1,Afternoon,Hyderabad,Economy,7.25,37,8589
Vistara,UK,Chennai,Morning,1,Late_Night,Delhi,Economy,15.17,41,4971
Indigo,6E,Chennai,Afternoon,1,Night,Hyderabad,Economy,8.42,32,3280
AirAsia,I5,Chennai,Night,1,Afternoon,Delhi,Economy,15.5,19,2477
Vistara,UK,Hyderabad,Afternoon,1,Evening,Bangalore,Business,4.83,25,38099
Vistara,UK,Kolkata,Early_Morning,1,Night,Bangalore,Business,15.5,12,60978
Vistara,UK,Chennai,Morning,1,Evening,Bangalore,Business,8.0,31,44144
Air_India,AI,Kolkata,Early_Morning,1,Morning,Chennai,Economy,5.08,17,15788
Vistara,UK,Bangalore,Early_Morning,1,Evening,Kolkata,Economy,12.58,29,8112
GO_FIRST,G8,Delhi,Early_Morning,0,Morning,Mumbai,Economy,2.17,40,2410
GO_FIRST,G8,Bangalore,Evening,1,Late_Night,Delhi,Economy,7.58,45,3466
Air_India,AI,Bangalore,Early_Morning,1,Evening,Chennai,Economy,13.25,40,6444
GO_FIRST,G8,Chennai,Afternoon,1,Night,Kolkata,Economy,9.83,16,7348
Vistara,UK,Delhi,Early_Morning,1,Morning,Bangalore,Business,4.75,46,62729
Air_India,AI,Bangalore,Night,1,Evening,Kolkata,Business,22.17,16,60508
Vistara,UK,Hyderabad,Evening,1,Morning,Kolkata,Economy,14.92,6,13903
Air_India,AI,Hyderabad,Evening,1,Morning,Mumbai,Economy,17.92,47,4363
Air_India,AI,Kolkata,Afternoon,1,Evening,Bangalore,Economy,6.17,40,6877
Air_India,AI,Kolkata,Afternoon,1,Night,Hyderabad,Business,8.08,35,52063
Indigo,6E,Kolkata,Evening,1,Late_Night,Delhi,Economy,5.67,49,2994
Vistara,UK,Delhi,Morning,1,Evening,Bangalore,Business,7.58,30,49177
Vistara,UK,Bangalore,Afternoon,1,Morning,Mumbai,Business,21.17,44,35586
Indigo,6E,Kolkata,Night,1,Morning,Chennai,Economy,8.5,49,3015
Indigo,6E,Chennai,Afternoon,1,Night,Kolkata,Economy,8.83,46,4079
Vistara,UK,Hyderabad,Early_Morning,0,Morning,Delhi,Economy,2.17,35,2665
GO_FIRST,G8,Bangalore,Night,1,Early_Morning,Kolkata,Economy,9.08,31,3943
Air_India,AI,Hyderabad,Early_Morning,1,Afternoon,Delhi,Economy,6.5,23,4989
Vistara,UK,Delhi,Night,1,Morning,Chennai,Business,12.17,19,45672
Air_India,AI,Chennai,Afternoon,0,Evening,Mumbai,Business,2.17,36,23424
Vistara,UK,Chennai,Morning,1,Afternoon,Delhi,Economy,4.75,46,5206
Air_India,AI,Bangalore,Early_Morning,1,Evening,Hyderabad,Economy,13.17,38,7116
Air_India,AI,Chennai,Morning,1,Evening,Mumbai,Economy,8.08,42,4357
Indigo,6E,Hyderabad,Evening,1,Late_Night,Mumbai,Economy,5.08,42,3557
Air_India,AI,Delhi,Evening,0,Night,Mumbai,Economy,2.25,34,2476
Vistara,UK,Kolkata,Early_Morning,1,Morning,Bangalore,Economy,25.5,11,12389
Air_India,AI,Mumbai,Morning,1,Night,Bangalore,Business,10.08,8,69452
Vistara,UK,Mumbai,Evening,1,Evening,Kolkata,Business,27.5,27,73581
Air_India,AI,Chennai,Evening,1,Morning,Mumbai,Business,16.08,15,49553
Vistara,UK,Chennai,Morning,1,Night,Hyderabad,Business,12.17,28,51457
Vistara,UK,Bangalore,Morning,1,Night,Delhi,Economy,13.42,43,4111
Air_India,AI,Mumbai,Early_Morning,1,Evening,Chennai,Business,11.0,30,49613
Vistara,UK,Bangalore,Evening,1,Morning,Kolkata,Business,13.75,3,63577
Indigo,6E,Kolkata,Morning,0,Afternoon,Bangalore,Economy,2.58,46,3862
Vistara,UK,Delhi,Afternoon,1,Evening,Bangalore,Business,6.42,41,54777
Vistara,UK,Delhi,Afternoon,1,Night,Hyderabad,Business,6.58,6,47329
Vistara,UK,Mumbai,Early_Morning,1,Evening,Hyderabad,Economy,13.42,22,4779
AirAsia,I5,Mumbai,Afternoon,0,Afternoon,Bangalore,Economy,1.67,11,5104
Vistara,UK,Bangalore,Early_Morning,1,Night,Kolkata,Business,14.75,22,60508
Vistara,UK,Chennai,Morning,1,Morning,Kolkata,Economy,23.92,16,7344
Vistara,UK,Kolkata,Morning,1,Night,Hyderabad,Business,10.67,30,67497
Vistara,UK,Bangalore,Early_Morning,1,Night,Mumbai,Business,14.0,13,74844
AirAsia,I5,Delhi,Early_Morning,2,Evening,Kolkata,Economy,11.25,36,2480
AirAsia,I5,Bangalore,Evening,1,Late_Night,Delhi,Economy,7.67,24,3467
Vistara,UK,Delhi,Evening,1,Early_Morning,Bangalore,Economy,12.83,18,4896
Indigo,6E,Bangalore,Morning,1,Evening,Delhi,Economy,6.83,35,5333
Air_India,AI,Chennai,Afternoon,2,Night,Hyderabad,Economy,34.25,37,9691
Vistara,UK,Delhi,Morning,1,Night,Hyderabad,Business,11.42,21,46097
Vistara,UK,Bangalore,Evening,1,Night,Chennai,Business,4.67,46,44280
GO_FIRST,G8,Mumbai,Early_Morning,1,Afternoon,Bangalore,Economy,10.25,35,6711
Air_India,AI,Delhi,Evening,1,Afternoon,Mumbai,Business,20.58,6,32646
GO_FIRST,G8,Mumbai,Evening,1,Night,Delhi,Economy,5.67,18,5942
AirAsia,I5,Chennai,Night,1,Early_Morning,Mumbai,Economy,8.67,38,1830
Vistara,UK,Delhi,Evening,1,Morning,Bangalore,Business,13.83,32,57017
Air_India,AI,Bangalore,Evening,0,Night,Mumbai,Business,1.92,34,20760
Air_India,AI,Bangalore,Evening,0,Night,Delhi,Economy,2.75,46,4491
Air_India,AI,Delhi,Night,1,Morning,Hyderabad,Economy,11.58,6,11310
Indigo,6E,Mumbai,Evening,1,Night,Bangalore,Economy,6.17,30,3956
GO_FIRST,G8,Bangalore,Evening,1,Late_Night,Delhi,Economy,7.0,11,7487
Air_India,AI,Hyderabad,Night,1,Evening,Bangalore,Business,20.25,2,41520
Indigo,6E,Kolkata,Afternoon,1,Night,Delhi,Economy,8.0,15,6489
Vistara,UK,Bangalore,Evening,1,Night,Delhi,Economy,26.75,46,3346
Vistara,UK,Bangalore,Evening,1,Late_Night,Delhi,Economy,5.17,44,4111
Air_India,AI,Bangalore,Evening,0,Night,Delhi,Economy,2.75,43,4071
Air_India,AI,Kolkata,Night,1,Evening,Hyderabad,Economy,19.75,5,10374
Air_India,AI,Delhi,Morning,1,Early_Morning,Chennai,Business,22.33,11,45257
Air_India,AI,Mumbai,Night,0,Night,Hyderabad,Economy,1.33,19,2111
Vistara,UK,Kolkata,Evening,1,Morning,Chennai,Economy,15.17,49,5660
Vistara,UK,Delhi,Afternoon,1,Evening,Kolkata,Business,25.33,15,65529
AirAsia,I5,Kolkata,Morning,1,Late_Night,Mumbai,Economy,14.75,36,3379
Vistara,UK,Bangalore,Morning,1,Night,Chennai,Business,14.58,21,44280
Air_India,AI,Delhi,Evening,1,Afternoon,Bangalore,Economy,19.67,1,16875
Air_India,AI,Kolkata,Night,1,Morning,Mumbai,Economy,13.67,16,5102
Vistara,UK,Kolkata,Evening,1,Morning,Chennai,Business,18.25,45,55502
Indigo,6E,Hyderabad,Morning,1,Afternoon,Chennai,Economy,3.92,20,3772
Air_India,AI,Delhi,Afternoon,1,Night,Hyderabad,Economy,6.75,42,5530
Indigo,6E,Mumbai,Evening,0,Night,Hyderabad,Economy,1.33,24,2901
Air_India,AI,Bangalore,Early_Morning,1,Early_Morning,Chennai,Economy,25.5,44,3174
Air_India,AI,Delhi,Evening,1,Evening,Bangalore,Business,23.5,45,42457
Indigo,6E,Kolkata,Morning,1,Evening,Hyderabad,Economy,6.25,3,19982
GO_FIRST,G8,Mumbai,Night,1,Morning,Bangalore,Economy,11.33,11,5102
